Warehouse,Location,Type,Pick Priority,Pickable,Sellable,Transfer bin,Quantity
VP North,1-D-16-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-17-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-17-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-17-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-17-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-17-B-01,Pallite_48,0,,Yes,,6
VP North,1-D-17-B-02,Pallite_48,0,,Yes,,11
VP North,1-D-17-B-03,Pallite_48,0,,Yes,,78
VP North,1-D-17-B-04,Pallite_48,0,,Yes,,9
VP North,1-D-17-C-01,Pallite_48,0,,Yes,,9
VP North,1-D-17-C-02,Pallite_48,0,,Yes,,55
VP North,1-D-17-C-03,Pallite_48,0,,Yes,,1
VP North,1-D-17-C-04,Pallite_48,0,,Yes,,3
VP North,1-D-17-D-01,Pallite_48,0,,Yes,,11
VP North,1-D-17-D-02,Pallite_48,0,,Yes,,5
VP North,1-D-17-D-03,Pallite_48,0,,Yes,,3
VP North,1-D-17-D-04,Pallite_48,0,,Yes,,16
VP North,1-D-17-E-01,Pallite_48,0,,Yes,,8
VP North,1-D-17-E-02,Pallite_48,0,,Yes,,12
VP North,1-D-17-E-03,Pallite_48,0,,Yes,,9
VP North,1-D-17-E-04,Pallite_48,0,,Yes,,91
VP North,1-D-17-F-01,Pallite_48,0,,Yes,,35
VP North,1-D-17-F-02,Pallite_48,0,,Yes,,12
VP North,1-D-17-F-03,Pallite_48,0,,Yes,,9
VP North,1-D-17-F-04,Pallite_48,0,,Yes,,6
VP North,1-D-17-G-01,Pallite_48,0,,Yes,,6
VP North,1-D-17-G-02,Pallite_48,0,,Yes,,5
VP North,1-D-17-G-03,Pallite_48,0,,Yes,,12
VP North,1-D-17-G-04,Pallite_48,0,,Yes,,12
VP North,1-D-18-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-18-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-18-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-18-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-18-B-01,Pallite_48,0,,Yes,,0
VP North,1-D-18-B-02,Pallite_48,0,,Yes,,0
VP North,1-D-18-B-03,Pallite_48,0,,Yes,,0
VP North,1-D-18-B-04,Pallite_48,0,,Yes,,0
VP North,1-D-18-C-01,Pallite_48,0,,Yes,,0
VP North,1-D-18-C-02,Pallite_48,0,,Yes,,0
VP North,1-D-18-C-03,Pallite_48,0,,Yes,,0
VP North,1-D-18-C-04,Pallite_48,0,,Yes,,0
VP North,1-D-18-D-01,Pallite_48,0,,Yes,,0
VP North,1-D-18-D-02,Pallite_48,0,,Yes,,0
VP North,1-D-18-D-03,Pallite_48,0,,Yes,,0
VP North,1-D-18-D-04,Pallite_48,0,,Yes,,0
VP North,1-D-18-E-01,Pallite_48,0,,Yes,,0
VP North,1-D-18-E-02,Pallite_48,0,,Yes,,0
VP North,1-D-18-E-03,Pallite_48,0,,Yes,,0
VP North,1-D-18-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-18-F-01,Pallite_48,0,,Yes,,0
VP North,1-D-18-F-02,Pallite_48,0,,Yes,,0
VP North,1-D-18-F-03,Pallite_48,0,,Yes,,0
VP North,1-D-18-F-04,Pallite_48,0,,Yes,,0
VP North,1-D-18-G-01,Pallite_48,0,,Yes,,0
VP North,1-D-18-G-02,Pallite_48,0,,Yes,,0
VP North,1-D-18-G-03,Pallite_48,0,,Yes,,0
VP North,1-D-18-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-19-A-01,Pallite_48,0,,Yes,,14
VP North,1-D-19-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-19-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-19-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-19-B-01,Pallite_48,0,,Yes,,11
VP North,1-D-19-B-02,Pallite_48,0,,Yes,,22
VP North,1-D-19-B-03,Pallite_48,0,,Yes,,6
VP North,1-D-19-B-04,Pallite_48,0,,Yes,,3
VP North,1-D-19-C-01,Pallite_48,0,,Yes,,6
VP North,1-D-19-C-02,Pallite_48,0,,Yes,,25
VP North,1-D-19-C-03,Pallite_48,0,,Yes,,35
VP North,1-D-19-C-04,Pallite_48,0,,Yes,,5
VP North,1-D-19-D-01,Pallite_48,0,,Yes,,6
VP North,1-D-19-D-02,Pallite_48,0,,Yes,,58
VP North,1-D-19-D-03,Pallite_48,0,,Yes,,6
VP North,1-D-19-D-04,Pallite_48,0,,Yes,,4
VP North,1-D-19-E-01,Pallite_48,0,,Yes,,5
VP North,1-D-19-E-02,Pallite_48,0,,Yes,,11
VP North,1-D-19-E-03,Pallite_48,0,,Yes,,12
VP North,1-D-19-E-04,Pallite_48,0,,Yes,,12
VP North,1-D-19-F-01,Pallite_48,0,,Yes,,14
VP North,1-D-19-F-02,Pallite_48,0,,Yes,,6
VP North,1-D-19-F-03,Pallite_48,0,,Yes,,9
VP North,1-D-19-F-04,Pallite_48,0,,Yes,,11
VP North,1-D-19-G-01,Pallite_48,0,,Yes,,3
VP North,1-D-19-G-02,Pallite_48,0,,Yes,,5
VP North,1-D-19-G-03,Pallite_48,0,,Yes,,6
VP North,1-D-19-G-04,Pallite_48,0,,Yes,,6
VP North,1-D-20-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-20-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-20-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-20-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-20-B-01,Pallite_48,0,,Yes,,0
VP North,1-D-20-B-02,Pallite_48,0,,Yes,,0
VP North,1-D-20-B-03,Pallite_48,0,,Yes,,0
VP North,1-D-20-B-04,Pallite_48,0,,Yes,,0
VP North,1-D-20-C-01,Pallite_48,0,,Yes,,0
VP North,1-D-20-C-02,Pallite_48,0,,Yes,,0
VP North,1-D-20-C-03,Pallite_48,0,,Yes,,0
VP North,1-D-20-C-04,Pallite_48,0,,Yes,,0
VP North,1-D-20-D-01,Pallite_48,0,,Yes,,0
VP North,1-D-20-D-02,Pallite_48,0,,Yes,,0
VP North,1-D-20-D-03,Pallite_48,0,,Yes,,0
VP North,1-D-20-D-04,Pallite_48,0,,Yes,,0
VP North,1-D-20-E-01,Pallite_48,0,,Yes,,0
VP North,1-D-20-E-02,Pallite_48,0,,Yes,,0
VP North,1-D-20-E-03,Pallite_48,0,,Yes,,0
VP North,1-D-20-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-20-F-01,Pallite_48,0,,Yes,,0
VP North,1-D-20-F-02,Pallite_48,0,,Yes,,0
VP North,1-D-20-F-03,Pallite_48,0,,Yes,,0
VP North,1-D-20-F-04,Pallite_48,0,,Yes,,0
VP North,1-D-20-G-01,Pallite_48,0,,Yes,,0
VP North,1-D-20-G-02,Pallite_48,0,,Yes,,0
VP North,1-D-20-G-03,Pallite_48,0,,Yes,,0
VP North,1-D-20-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-21-A-01,Pallite_48,0,,Yes,,15
VP North,1-D-21-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-21-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-21-A-04,Pallite_48,0,,Yes,,4
VP North,1-D-21-B-01,Pallite_48,0,,Yes,,16
VP North,1-D-21-B-02,Pallite_48,0,,Yes,,3
VP North,1-D-21-B-03,Pallite_48,0,,Yes,,15
VP North,1-D-21-B-04,Pallite_48,0,,Yes,,11
VP North,1-D-21-C-01,Pallite_48,0,,Yes,,4
VP North,1-D-21-C-02,Pallite_48,0,,Yes,,3
VP North,1-D-21-C-03,Pallite_48,0,,Yes,,21
VP North,1-D-21-C-04,Pallite_48,0,,Yes,,1
VP North,1-D-21-D-01,Pallite_48,0,,Yes,,5
VP North,1-D-21-D-02,Pallite_48,0,,Yes,,3
VP North,1-D-21-D-03,Pallite_48,0,,Yes,,11
VP North,1-D-21-D-04,Pallite_48,0,,Yes,,3
VP North,1-D-21-E-01,Pallite_48,0,,Yes,,5
VP North,1-D-21-E-02,Pallite_48,0,,Yes,,8
VP North,1-D-21-E-03,Pallite_48,0,,Yes,,22
VP North,1-D-21-E-04,Pallite_48,0,,Yes,,13
VP North,1-D-21-F-01,Pallite_48,0,,Yes,,6
VP North,1-D-21-F-02,Pallite_48,0,,Yes,,12
VP North,1-D-21-F-03,Pallite_48,0,,Yes,,6
VP North,1-D-21-F-04,Pallite_48,0,,Yes,,5
VP North,1-D-21-G-01,Pallite_48,0,,Yes,,6
VP North,1-D-21-G-02,Pallite_48,0,,Yes,,4
VP North,1-D-21-G-03,Pallite_48,0,,Yes,,9
VP North,1-D-21-G-04,Pallite_48,0,,Yes,,12
VP North,1-D-22-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-22-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-22-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-22-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-22-B-01,Pallite_48,0,,Yes,,0
VP North,1-D-22-B-02,Pallite_48,0,,Yes,,0
VP North,1-D-22-B-03,Pallite_48,0,,Yes,,0
VP North,1-D-22-B-04,Pallite_48,0,,Yes,,0
VP North,1-D-22-C-01,Pallite_48,0,,Yes,,0
VP North,1-D-22-C-02,Pallite_48,0,,Yes,,0
VP North,1-D-22-C-03,Pallite_48,0,,Yes,,0
VP North,1-D-22-C-04,Pallite_48,0,,Yes,,0
VP North,1-D-22-D-01,Pallite_48,0,,Yes,,0
VP North,1-D-22-D-02,Pallite_48,0,,Yes,,0
VP North,1-D-22-D-03,Pallite_48,0,,Yes,,0
VP North,1-D-22-D-04,Pallite_48,0,,Yes,,0
VP North,1-D-22-E-01,Pallite_48,0,,Yes,,0
VP North,1-D-22-E-02,Pallite_48,0,,Yes,,0
VP North,1-D-22-E-03,Pallite_48,0,,Yes,,0
VP North,1-D-22-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-22-F-01,Pallite_48,0,,Yes,,0
VP North,1-D-22-F-02,Pallite_48,0,,Yes,,0
VP North,1-D-22-F-03,Pallite_48,0,,Yes,,0
VP North,1-D-22-F-04,Pallite_48,0,,Yes,,0
VP North,1-D-22-G-01,Pallite_48,0,,Yes,,0
VP North,1-D-22-G-02,Pallite_48,0,,Yes,,0
VP North,1-D-22-G-03,Pallite_48,0,,Yes,,0
VP North,1-D-22-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-23-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-23-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-23-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-23-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-23-B-01,Pallite_48,0,,Yes,,99
VP North,1-D-23-B-02,Pallite_48,0,,Yes,,125
VP North,1-D-23-B-03,Pallite_48,0,,Yes,,18
VP North,1-D-23-B-04,Pallite_48,0,,Yes,,5
VP North,1-D-23-C-01,Pallite_48,0,,Yes,,125
VP North,1-D-23-C-02,Pallite_48,0,,Yes,,125
VP North,1-D-23-C-03,Pallite_48,0,,Yes,,117
VP North,1-D-23-C-04,Pallite_48,0,,Yes,,6
VP North,1-D-23-D-01,Pallite_48,0,,Yes,,7
VP North,1-D-23-D-02,Pallite_48,0,,Yes,,2
VP North,1-D-23-D-03,Pallite_48,0,,Yes,,2
VP North,1-D-23-D-04,Pallite_48,0,,Yes,,4
VP North,1-D-23-E-01,Pallite_48,0,,Yes,,12
VP North,1-D-23-E-02,Pallite_48,0,,Yes,,12
VP North,1-D-23-E-03,Pallite_48,0,,Yes,,6
VP North,1-D-23-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-23-F-01,Pallite_48,0,,Yes,,18
VP North,1-D-23-F-02,Pallite_48,0,,Yes,,12
VP North,1-D-23-F-03,Pallite_48,0,,Yes,,11
VP North,1-D-23-F-04,Pallite_48,0,,Yes,,275
VP North,1-D-23-G-01,Pallite_48,0,,Yes,,6
VP North,1-D-23-G-02,Pallite_48,0,,Yes,,12
VP North,1-D-23-G-03,Pallite_48,0,,Yes,,14
VP North,1-D-23-G-04,Pallite_48,0,,Yes,,58
VP North,1-D-24-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-24-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-24-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-24-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-24-B-01,Pallite_48,0,,Yes,,0
VP North,1-D-24-B-02,Pallite_48,0,,Yes,,0
VP North,1-D-24-B-03,Pallite_48,0,,Yes,,0
VP North,1-D-24-B-04,Pallite_48,0,,Yes,,0
VP North,1-D-24-C-01,Pallite_48,0,,Yes,,0
VP North,1-D-24-C-02,Pallite_48,0,,Yes,,0
VP North,1-D-24-C-03,Pallite_48,0,,Yes,,0
VP North,1-D-24-C-04,Pallite_48,0,,Yes,,0
VP North,1-D-24-D-01,Pallite_48,0,,Yes,,0
VP North,1-D-24-D-02,Pallite_48,0,,Yes,,0
VP North,1-D-24-D-03,Pallite_48,0,,Yes,,0
VP North,1-D-24-D-04,Pallite_48,0,,Yes,,0
VP North,1-D-24-E-01,Pallite_48,0,,Yes,,0
VP North,1-D-24-E-02,Pallite_48,0,,Yes,,0
VP North,1-D-24-E-03,Pallite_48,0,,Yes,,0
VP North,1-D-24-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-24-F-01,Pallite_48,0,,Yes,,0
VP North,1-D-24-F-02,Pallite_48,0,,Yes,,0
VP North,1-D-24-F-03,Pallite_48,0,,Yes,,0
VP North,1-D-24-F-04,Pallite_48,0,,Yes,,0
VP North,1-D-24-G-01,Pallite_48,0,,Yes,,0
VP North,1-D-24-G-02,Pallite_48,0,,Yes,,0
VP North,1-D-24-G-03,Pallite_48,0,,Yes,,0
VP North,1-D-24-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-25-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-25-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-25-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-25-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-25-B-01,Pallite_48,0,,Yes,,12
VP North,1-D-25-B-02,Pallite_48,0,,Yes,,5
VP North,1-D-25-B-03,Pallite_48,0,,Yes,,9
VP North,1-D-25-B-04,Pallite_48,0,,Yes,,14
VP North,1-D-25-C-01,Pallite_48,0,,Yes,,12
VP North,1-D-25-C-02,Pallite_48,0,,Yes,,24
VP North,1-D-25-C-03,Pallite_48,0,,Yes,,21
VP North,1-D-25-C-04,Pallite_48,0,,Yes,,24
VP North,1-D-25-D-01,Pallite_48,0,,Yes,,18
VP North,1-D-25-D-02,Pallite_48,0,,Yes,,49
VP North,1-D-25-D-03,Pallite_48,0,,Yes,,9
VP North,1-D-25-D-04,Pallite_48,0,,Yes,,6
VP North,1-D-25-E-01,Pallite_48,0,,Yes,,3
VP North,1-D-25-E-02,Pallite_48,0,,Yes,,12
VP North,1-D-25-E-03,Pallite_48,0,,Yes,,3
VP North,1-D-25-E-04,Pallite_48,0,,Yes,,12
VP North,1-D-25-F-01,Pallite_48,0,,Yes,,125
VP North,1-D-25-F-02,Pallite_48,0,,Yes,,11
VP North,1-D-25-F-03,Pallite_48,0,,Yes,,7
VP North,1-D-25-F-04,Pallite_48,0,,Yes,,16
VP North,1-D-25-G-01,Pallite_48,0,,Yes,,11
VP North,1-D-25-G-02,Pallite_48,0,,Yes,,12
VP North,1-D-25-G-03,Pallite_48,0,,Yes,,10
VP North,1-D-25-G-04,Pallite_48,0,,Yes,,12
VP North,1-D-26-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-26-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-26-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-26-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-26-B-01,Pallite_48,0,,Yes,,0
VP North,1-D-26-B-02,Pallite_48,0,,Yes,,0
VP North,1-D-26-B-03,Pallite_48,0,,Yes,,0
VP North,1-D-26-B-04,Pallite_48,0,,Yes,,0
VP North,1-D-26-C-01,Pallite_48,0,,Yes,,0
VP North,1-D-26-C-02,Pallite_48,0,,Yes,,0
VP North,1-D-26-C-03,Pallite_48,0,,Yes,,0
VP North,1-D-26-C-04,Pallite_48,0,,Yes,,0
VP North,1-D-26-D-01,Pallite_48,0,,Yes,,0
VP North,1-D-26-D-02,Pallite_48,0,,Yes,,0
VP North,1-D-26-D-03,Pallite_48,0,,Yes,,0
VP North,1-D-26-D-04,Pallite_48,0,,Yes,,0
VP North,1-D-26-E-01,Pallite_48,0,,Yes,,0
VP North,1-D-26-E-02,Pallite_48,0,,Yes,,0
VP North,1-D-26-E-03,Pallite_48,0,,Yes,,0
VP North,1-D-26-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-26-F-01,Pallite_48,0,,Yes,,0
VP North,1-D-26-F-02,Pallite_48,0,,Yes,,0
VP North,1-D-26-F-03,Pallite_48,0,,Yes,,0
VP North,1-D-26-F-04,Pallite_48,0,,Yes,,0
VP North,1-D-26-G-01,Pallite_48,0,,Yes,,0
VP North,1-D-26-G-02,Pallite_48,0,,Yes,,0
VP North,1-D-26-G-03,Pallite_48,0,,Yes,,0
VP North,1-D-26-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-27-A-01,Pallite_48,0,,Yes,,1
VP North,1-D-27-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-27-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-27-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-27-B-01,Pallite_48,0,,Yes,,8
VP North,1-D-27-B-02,Pallite_48,0,,Yes,,12
VP North,1-D-27-B-03,Pallite_48,0,,Yes,,6
VP North,1-D-27-B-04,Pallite_48,0,,Yes,,10
VP North,1-D-27-C-01,Pallite_48,0,,Yes,,6
VP North,1-D-27-C-02,Pallite_48,0,,Yes,,16
VP North,1-D-27-C-03,Pallite_48,0,,Yes,,7
VP North,1-D-27-C-04,Pallite_48,0,,Yes,,121
VP North,1-D-27-D-01,Pallite_48,0,,Yes,,13
VP North,1-D-27-D-02,Pallite_48,0,,Yes,,24
VP North,1-D-27-D-03,Pallite_48,0,,Yes,,12
VP North,1-D-27-D-04,Pallite_48,0,,Yes,,11
VP North,1-D-27-E-01,Pallite_48,0,,Yes,,14
VP North,1-D-27-E-02,Pallite_48,0,,Yes,,24
VP North,1-D-27-E-03,Pallite_48,0,,Yes,,5
VP North,1-D-27-E-04,Pallite_48,0,,Yes,,9
VP North,1-D-27-F-01,Pallite_48,0,,Yes,,16
VP North,1-D-27-F-02,Pallite_48,0,,Yes,,20
VP North,1-D-27-F-03,Pallite_48,0,,Yes,,4
VP North,1-D-27-F-04,Pallite_48,0,,Yes,,7
VP North,1-D-27-G-01,Pallite_48,0,,Yes,,12
VP North,1-D-27-G-02,Pallite_48,0,,Yes,,19
VP North,1-D-27-G-03,Pallite_48,0,,Yes,,12
VP North,1-D-27-G-04,Pallite_48,0,,Yes,,8
VP North,1-D-28-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-28-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-28-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-28-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-28-B-01,Pallite_48,0,,Yes,,0
VP North,1-D-28-B-02,Pallite_48,0,,Yes,,0
VP North,1-D-28-B-03,Pallite_48,0,,Yes,,0
VP North,1-D-28-B-04,Pallite_48,0,,Yes,,0
VP North,1-D-28-C-01,Pallite_48,0,,Yes,,0
VP North,1-D-28-C-02,Pallite_48,0,,Yes,,0
VP North,1-D-28-C-03,Pallite_48,0,,Yes,,0
VP North,1-D-28-C-04,Pallite_48,0,,Yes,,0
VP North,1-D-28-D-01,Pallite_48,0,,Yes,,0
VP North,1-D-28-D-02,Pallite_48,0,,Yes,,0
VP North,1-D-28-D-03,Pallite_48,0,,Yes,,0
VP North,1-D-28-D-04,Pallite_48,0,,Yes,,0
VP North,1-D-28-E-01,Pallite_48,0,,Yes,,0
VP North,1-D-28-E-02,Pallite_48,0,,Yes,,0
VP North,1-D-28-E-03,Pallite_48,0,,Yes,,0
VP North,1-D-28-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-28-F-01,Pallite_48,0,,Yes,,0
VP North,1-D-28-F-02,Pallite_48,0,,Yes,,0
VP North,1-D-28-F-03,Pallite_48,0,,Yes,,0
VP North,1-D-28-F-04,Pallite_48,0,,Yes,,0
VP North,1-D-28-G-01,Pallite_48,0,,Yes,,0
VP North,1-D-28-G-02,Pallite_48,0,,Yes,,0
VP North,1-D-28-G-03,Pallite_48,0,,Yes,,0
VP North,1-D-28-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-29-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-29-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-29-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-29-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-29-B-01,Pallite_48,0,,Yes,,18
VP North,1-D-29-B-02,Pallite_48,0,,Yes,,6
VP North,1-D-29-B-03,Pallite_48,0,,Yes,,19
VP North,1-D-29-B-04,Pallite_48,0,,Yes,,105
VP North,1-D-29-C-01,Pallite_48,0,,Yes,,24
VP North,1-D-29-C-02,Pallite_48,0,,Yes,,108
VP North,1-D-29-C-03,Pallite_48,0,,Yes,,13
VP North,1-D-29-C-04,Pallite_48,0,,Yes,,22
VP North,1-D-29-D-01,Pallite_48,0,,Yes,,24
VP North,1-D-29-D-02,Pallite_48,0,,Yes,,20
VP North,1-D-29-D-03,Pallite_48,0,,Yes,,36
VP North,1-D-29-D-04,Pallite_48,0,,Yes,,23
VP North,1-D-29-E-01,Pallite_48,0,,Yes,,26
VP North,1-D-29-E-02,Pallite_48,0,,Yes,,5
VP North,1-D-29-E-03,Pallite_48,0,,Yes,,6
VP North,1-D-29-E-04,Pallite_48,0,,Yes,,9
VP North,1-D-29-F-01,Pallite_48,0,,Yes,,8
VP North,1-D-29-F-02,Pallite_48,0,,Yes,,9
VP North,1-D-29-F-03,Pallite_48,0,,Yes,,11
VP North,1-D-29-F-04,Pallite_48,0,,Yes,,12
VP North,1-D-29-G-01,Pallite_48,0,,Yes,,5
VP North,1-D-29-G-02,Pallite_48,0,,Yes,,150
VP North,1-D-29-G-03,Pallite_48,0,,Yes,,79
VP North,1-D-29-G-04,Pallite_48,0,,Yes,,5
VP North,1-D-30-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-30-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-30-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-30-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-30-B-01,Pallite_48,0,,Yes,,0
VP North,1-D-30-B-02,Pallite_48,0,,Yes,,0
VP North,1-D-30-B-03,Pallite_48,0,,Yes,,0
VP North,1-D-30-B-04,Pallite_48,0,,Yes,,0
VP North,1-D-30-C-01,Pallite_48,0,,Yes,,0
VP North,1-D-30-C-02,Pallite_48,0,,Yes,,0
VP North,1-D-30-C-03,Pallite_48,0,,Yes,,0
VP North,1-D-30-C-04,Pallite_48,0,,Yes,,0
VP North,1-D-30-D-01,Pallite_48,0,,Yes,,0
VP North,1-D-30-D-02,Pallite_48,0,,Yes,,0
VP North,1-D-30-D-03,Pallite_48,0,,Yes,,0
VP North,1-D-30-D-04,Pallite_48,0,,Yes,,0
VP North,1-D-30-E-01,Pallite_48,0,,Yes,,0
VP North,1-D-30-E-02,Pallite_48,0,,Yes,,0
VP North,1-D-30-E-03,Pallite_48,0,,Yes,,0
VP North,1-D-30-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-30-F-01,Pallite_48,0,,Yes,,0
VP North,1-D-30-F-02,Pallite_48,0,,Yes,,0
VP North,1-D-30-F-03,Pallite_48,0,,Yes,,0
VP North,1-D-30-F-04,Pallite_48,0,,Yes,,0
VP North,1-D-30-G-01,Pallite_48,0,,Yes,,0
VP North,1-D-30-G-02,Pallite_48,0,,Yes,,0
VP North,1-D-30-G-03,Pallite_48,0,,Yes,,0
VP North,1-D-30-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-31-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-31-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-31-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-31-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-31-B-01,Pallite_48,0,,Yes,,50
VP North,1-D-31-B-02,Pallite_48,0,,Yes,,24
VP North,1-D-31-B-03,Pallite_48,0,,Yes,,83
VP North,1-D-31-B-04,Pallite_48,0,,Yes,,217
VP North,1-D-31-C-01,Pallite_48,0,,Yes,,48
VP North,1-D-31-C-02,Pallite_48,0,,Yes,,20
VP North,1-D-31-C-03,Pallite_48,0,,Yes,,88
VP North,1-D-31-C-04,Pallite_48,0,,Yes,,87
VP North,1-D-31-D-01,Pallite_48,0,,Yes,,12
VP North,1-D-31-D-02,Pallite_48,0,,Yes,,23
VP North,1-D-31-D-03,Pallite_48,0,,Yes,,227
VP North,1-D-31-D-04,Pallite_48,0,,Yes,,12
VP North,1-D-31-E-01,Pallite_48,0,,Yes,,125
VP North,1-D-31-E-02,Pallite_48,0,,Yes,,103
VP North,1-D-31-E-03,Pallite_48,0,,Yes,,67
VP North,1-D-31-E-04,Pallite_48,0,,Yes,,125
VP North,1-D-31-F-01,Pallite_48,0,,Yes,,125
VP North,1-D-31-F-02,Pallite_48,0,,Yes,,9
VP North,1-D-31-F-03,Pallite_48,0,,Yes,,125
VP North,1-D-31-F-04,Pallite_48,0,,Yes,,74
VP North,1-D-31-G-01,Pallite_48,0,,Yes,,125
VP North,1-D-31-G-02,Pallite_48,0,,Yes,,7
VP North,1-D-31-G-03,Pallite_48,0,,Yes,,12
VP North,1-D-31-G-04,Pallite_48,0,,Yes,,199
VP North,1-D-32-A-01,Pallite_48,0,,Yes,,0
VP North,1-D-32-A-02,Pallite_48,0,,Yes,,0
VP North,1-D-32-A-03,Pallite_48,0,,Yes,,0
VP North,1-D-32-A-04,Pallite_48,0,,Yes,,0
VP North,1-D-32-B-01,Pallite_48,0,,Yes,,0
VP North,1-D-32-B-02,Pallite_48,0,,Yes,,0
VP North,1-D-32-B-03,Pallite_48,0,,Yes,,0
VP North,1-D-32-B-04,Pallite_48,0,,Yes,,0
VP North,1-D-32-C-01,Pallite_48,0,,Yes,,0
VP North,1-D-32-C-02,Pallite_48,0,,Yes,,0
VP North,1-D-32-C-03,Pallite_48,0,,Yes,,0
VP North,1-D-32-C-04,Pallite_48,0,,Yes,,0
VP North,1-D-32-D-01,Pallite_48,0,,Yes,,0
VP North,1-D-32-D-02,Pallite_48,0,,Yes,,0
VP North,1-D-32-D-03,Pallite_48,0,,Yes,,0
VP North,1-D-32-D-04,Pallite_48,0,,Yes,,0
VP North,1-D-32-E-01,Pallite_48,0,,Yes,,0
VP North,1-D-32-E-02,Pallite_48,0,,Yes,,0
VP North,1-D-32-E-03,Pallite_48,0,,Yes,,0
VP North,1-D-32-E-04,Pallite_48,0,,Yes,,0
VP North,1-D-32-F-01,Pallite_48,0,,Yes,,0
VP North,1-D-32-F-02,Pallite_48,0,,Yes,,0
VP North,1-D-32-F-03,Pallite_48,0,,Yes,,0
VP North,1-D-32-F-04,Pallite_48,0,,Yes,,0
VP North,1-D-32-G-01,Pallite_48,0,,Yes,,0
VP North,1-D-32-G-02,Pallite_48,0,,Yes,,0
VP North,1-D-32-G-03,Pallite_48,0,,Yes,,0
VP North,1-D-32-G-04,Pallite_48,0,,Yes,,0
VP North,1-D-33-A-01,Pallite_48,0,,Yes,,0
